secs,power,hr,cad,session_time,hr_p_fatigue
0,95,96,80,0,72.25
1,99,97,83,1,72.25
2,125,96,86,2,64.75
3,191,96,90,3,48.25
4,230,97,90,4,39.5
5,230,96,91,5,38.5
6,231,96,90,6,38.25
7,237,95,92,7,35.75
8,220,96,88,8,41.0
9,241,96,88,9,35.75
10,247,100,89,10,38.25
11,240,103,89,11,43.0
12,252,106,89,12,43.0
13,235,108,88,13,49.25
14,281,110,91,14,39.75
15,291,112,95,15,39.25
16,289,114,95,16,41.75
17,299,114,97,17,39.25
18,301,114,97,18,38.75
19,305,114,99,19,37.75
20,316,115,102,20,36.0
21,293,116,101,21,42.75
22,275,117,97,22,48.25
23,294,118,96,23,44.5
24,296,119,96,24,45.0
25,298,120,95,25,45.5
26,294,121,96,26,47.5
27,288,122,93,27,50.0
28,265,122,97,28,55.75
29,292,123,99,29,50.0
30,278,124,99,30,54.5
31,286,124,100,31,52.5
32,288,125,100,32,53.0
33,297,125,101,33,50.75
34,283,126,102,34,55.25
35,276,128,100,35,59.0
36,287,128,101,36,56.25
37,307,129,101,37,52.25
38,281,129,103,38,58.75
39,283,131,99,39,60.25
40,271,131,100,40,63.25
41,265,132,98,41,65.75
42,266,132,95,42,65.5
43,272,132,95,43,64.0
44,267,132,96,44,65.25
45,281,131,97,45,60.75
46,249,131,96,46,68.75
47,272,131,96,47,63.0
48,287,131,97,48,59.25
49,277,132,99,49,62.75
50,268,132,97,50,65.0
51,298,133,99,51,58.5
52,284,133,99,52,62.0
53,284,134,102,53,63.0
54,292,135,101,54,62.0
55,291,136,103,55,63.25
56,273,136,101,56,67.75
57,282,136,102,57,65.5
58,259,138,101,58,73.25
59,258,138,98,59,73.5
60,270,138,98,60,70.5
61,253,139,97,61,75.75
62,287,139,97,62,67.25
63,275,139,98,63,70.25
64,257,139,96,64,74.75
65,279,139,98,65,69.25
66,266,139,98,66,72.5
67,269,139,98,67,71.75
68,257,139,97,68,74.75
69,267,138,96,69,71.25
70,268,138,97,70,71.0
71,274,138,97,71,69.5
72,254,138,98,72,74.5
73,279,139,96,73,69.25
74,265,139,98,74,72.75
75,252,139,96,75,76.0
76,261,139,96,76,73.75
77,262,139,96,77,73.5
78,270,139,97,78,71.5
79,273,139,100,79,70.75
80,255,139,98,80,75.25
81,265,139,98,81,72.75
82,276,139,98,82,70.0
83,273,140,99,83,71.75
84,286,140,99,84,68.5
85,294,141,103,85,67.5
86,277,141,103,86,71.75
87,265,142,102,87,75.75
88,281,142,102,88,71.75
89,281,143,102,89,72.75
90,303,143,105,90,67.25
91,294,144,107,91,70.5
92,270,144,104,92,76.5
93,259,145,104,93,80.25
94,270,145,101,94,77.5
95,286,145,103,95,73.5
96,295,145,105,96,71.25
97,278,145,104,97,75.5
98,300,146,105,98,71.0
99,274,147,104,99,78.5
100,283,147,103,100,76.25
101,274,146,103,101,77.5
102,282,146,102,102,75.5
103,258,146,102,103,81.5
104,262,146,100,104,80.5
105,259,146,98,105,81.25
106,268,146,96,106,79.0
107,287,145,100,107,73.25
108,227,146,97,108,89.25
109,248,146,94,109,84.0
110,273,145,96,110,76.75
111,266,143,97,111,76.5
112,269,143,97,112,75.75
113,273,142,98,113,73.75
114,262,143,98,114,77.5
115,255,143,97,115,79.25
116,268,144,96,116,77.0
117,274,144,98,117,75.5
118,257,145,97,118,80.75
119,266,145,97,119,78.5
120,262,145,98,120,79.5
121,249,145,97,121,82.75
122,251,144,95,122,81.25
123,264,143,96,123,77.0
124,259,143,96,124,78.25
125,256,142,96,125,78.0
126,262,142,96,126,76.5
127,258,141,96,127,76.5
128,245,141,95,128,79.75
129,259,141,95,129,76.25
130,269,140,95,130,72.75
131,260,140,96,131,75.0
132,270,140,97,132,72.5
133,255,140,96,133,76.25
134,255,142,95,134,78.25
135,265,142,96,135,75.75
136,269,143,96,136,75.75
137,267,143,98,137,76.25
138,256,143,97,138,79.0
139,265,142,96,139,75.75
140,311,141,99,140,63.25
141,276,141,101,141,72.0
142,281,141,101,142,70.75
143,306,142,103,143,65.5
144,321,143,105,144,62.75
145,287,143,106,145,71.25
146,269,143,105,146,75.75
147,265,143,103,147,76.75
148,273,142,102,148,73.75
149,269,142,100,149,74.75
150,259,141,99,150,76.25
151,254,140,98,151,76.5
152,262,139,96,152,73.5
153,263,138,97,153,72.25
154,266,138,97,154,71.5
155,263,137,96,155,71.25
156,295,137,100,156,63.25
157,280,137,101,157,67.0
158,272,138,101,158,70.0
159,272,139,99,159,71.0
160,321,140,101,160,59.75
161,306,140,104,161,63.5
162,324,141,106,162,60.0
163,267,142,107,163,75.25
164,270,143,103,164,75.5
165,291,143,103,165,70.25
166,312,144,106,166,66.0
167,295,145,106,167,71.25
168,297,145,107,168,70.75
169,274,146,104,169,77.5
170,265,146,104,170,79.75
171,265,146,100,171,79.75
172,299,146,102,172,71.25
173,275,146,102,173,77.25
174,275,146,100,174,77.25
175,270,146,100,175,78.5
176,265,145,98,176,78.75
177,300,145,101,177,70.0
178,276,145,102,178,76.0
179,306,145,104,179,68.5
180,312,146,105,180,68.0
181,309,147,107,181,69.75
182,302,147,108,182,71.5
183,305,147,108,183,70.75
184,297,148,110,184,73.75
185,283,148,107,185,77.25
186,269,148,106,186,80.75
187,281,147,106,187,76.75
188,281,146,102,188,75.75
189,283,146,104,189,75.25
190,311,145,106,190,67.25
191,301,145,107,191,69.75
192,313,145,108,192,66.75
193,281,146,108,193,75.75
194,326,146,109,194,64.5
195,293,147,110,195,73.75
196,312,147,109,196,69.0
197,295,148,109,197,74.25
198,327,149,111,198,67.25
199,271,149,107,199,81.25
200,297,149,106,200,74.75
201,271,148,104,201,80.25
202,284,147,102,202,76.0
203,277,146,102,203,76.75
204,293,146,101,204,72.75
205,297,146,102,205,71.75
206,296,146,102,206,72.0
207,280,146,100,207,76.0
208,296,146,99,208,72.0
209,302,146,100,209,70.5
210,299,146,101,210,71.25
211,291,147,99,211,74.25
212,283,147,98,212,76.25
213,283,147,98,213,76.25
214,283,146,96,214,75.25
215,291,145,95,215,72.25
216,311,145,96,216,67.25
217,310,145,99,217,67.5
218,293,146,96,218,72.75
219,296,146,98,219,72.0
220,291,146,95,220,73.25
221,304,146,99,221,70.0
222,294,146,97,222,72.5
223,287,146,96,223,74.25
224,308,147,97,224,70.0
225,304,147,97,225,71.0
226,315,147,99,226,68.25
227,301,148,99,227,72.75
228,306,148,97,228,71.5
229,329,148,100,229,65.75
230,332,149,102,230,66.0
231,324,149,102,231,68.0
232,309,150,103,232,72.75
233,273,150,100,233,81.75
234,311,151,99,234,73.25
235,289,151,97,235,78.75
236,318,151,99,236,71.5
237,291,152,96,237,79.25
238,311,152,96,238,74.25
239,317,152,98,239,72.75
240,306,154,98,240,77.5
241,289,154,98,241,81.75
242,305,154,97,242,77.75
243,322,154,100,243,73.5
244,317,154,99,244,74.75
245,328,154,102,245,72.0
246,318,155,103,246,75.5
247,317,155,101,247,75.75
248,307,155,102,248,78.25
249,311,155,99,249,77.25
250,310,154,100,250,76.5
251,301,154,99,251,78.75
252,307,155,98,252,78.25
253,300,154,98,253,79.0
254,303,155,97,254,79.25
255,328,155,99,255,73.0
256,318,155,101,256,75.5
257,327,155,102,257,73.25
258,309,155,101,258,77.75
259,287,155,99,259,83.25
260,283,155,95,260,84.25
261,291,154,94,261,81.25
262,289,153,93,262,80.75
263,296,152,94,263,78.0
264,309,152,94,264,74.75
265,309,152,97,265,74.75
266,282,152,96,266,81.5
267,289,152,93,267,79.75
268,306,152,95,268,75.5
269,325,152,98,269,70.75
270,298,152,99,270,77.5
271,294,153,99,271,79.5
272,294,153,95,272,79.5
273,295,153,96,273,79.25
274,287,153,95,274,81.25
275,293,152,93,275,78.75
276,295,151,94,276,77.25
277,284,151,95,277,80.0
278,263,150,91,278,84.25
279,291,150,94,279,77.25
280,288,150,93,280,78.0
281,279,150,92,281,80.25
282,273,150,91,282,81.75
283,277,150,92,283,80.75
284,270,151,90,284,83.5
285,261,151,87,285,85.75
286,296,151,90,286,77.0
287,282,151,91,287,80.5
288,278,152,91,288,82.5
289,270,151,90,289,83.5
290,280,151,91,290,81.0
291,263,151,90,291,85.25
292,279,151,90,292,81.25
293,256,151,88,293,87.0
294,266,152,87,294,85.5
295,281,152,89,295,81.75
296,270,152,88,296,84.5
297,279,152,91,297,82.25
298,253,153,89,298,89.75
299,273,153,87,299,84.75
300,282,153,90,300,82.5
301,278,153,90,301,83.5
302,278,153,92,302,83.5
303,262,153,91,303,87.5
304,265,153,90,304,86.75
305,271,153,90,305,85.25
306,319,153,93,306,73.25
307,313,154,97,307,75.75
308,290,154,96,308,81.5
309,299,155,96,309,80.25
310,307,155,99,310,78.25
311,288,155,99,311,83.0
312,291,155,97,312,82.25
313,326,155,99,313,73.5
314,319,155,102,314,75.25
315,298,155,101,315,80.5
316,308,154,102,316,77.0
317,298,154,101,317,79.5
318,306,154,101,318,77.5
319,310,154,101,319,76.5
320,314,154,102,320,75.5
321,314,155,103,321,76.5
322,294,155,102,322,81.5
323,294,155,99,323,81.5
324,289,154,100,324,81.75
325,289,155,98,325,82.75
326,294,155,96,326,81.5
327,299,154,100,327,79.25
328,279,154,97,328,84.25
329,293,154,96,329,80.75
330,280,154,96,330,84.0
331,259,155,93,331,90.25
332,251,154,90,332,91.25
333,296,154,90,333,80.0
334,313,154,97,334,75.75
335,282,154,97,335,83.5
336,288,153,97,336,81.0
337,290,153,97,337,80.5
338,284,152,96,338,81.0
339,299,153,98,339,78.25
340,303,153,99,340,77.25
341,295,152,100,341,78.25
342,301,151,100,342,75.75
343,312,151,101,343,73.0
344,308,151,101,344,74.0
345,308,152,101,345,75.0
346,291,152,101,346,79.25
347,292,152,99,347,79.0
348,304,152,100,348,76.0
349,308,152,100,349,75.0
350,311,151,100,350,73.25
351,311,151,102,351,73.25
352,318,151,104,352,71.5
353,318,152,105,353,72.5
354,314,152,104,354,73.5
355,326,153,106,355,71.5
356,307,154,105,356,77.25
357,315,153,105,357,74.25
358,312,154,106,358,76.0
359,307,154,105,359,77.25
360,306,154,104,360,77.5
361,310,154,105,361,76.5
362,299,154,103,362,79.25
363,318,154,104,363,74.5
364,306,154,105,364,77.5
365,308,155,104,365,78.0
366,292,155,103,366,82.0
367,273,155,99,367,86.75
368,320,155,101,368,75.0
369,331,155,105,369,72.25
370,224,155,99,370,99.0
371,296,155,100,371,81.0
372,267,155,97,372,88.25
373,268,155,95,373,88.0
374,304,156,97,374,80.0
375,285,156,98,375,84.75
376,312,157,98,376,79.0
377,301,157,100,377,81.75
378,286,157,99,378,85.5
379,285,157,99,379,85.75
380,309,157,99,380,79.75
381,296,157,101,381,83.0
382,282,158,100,382,87.5
383,297,158,99,383,83.75
384,287,158,99,384,86.25
385,295,158,99,385,84.25
386,286,158,98,386,86.5
387,290,157,98,387,84.5
388,287,157,97,388,85.25
389,310,157,97,389,79.5
390,310,156,97,390,78.5
391,285,156,100,391,84.75
392,285,156,98,392,84.75
393,299,156,97,393,81.25
394,309,156,99,394,78.75
395,282,156,99,395,85.5
396,284,156,96,396,85.0
397,281,156,97,397,85.75
398,292,156,97,398,83.0
399,286,155,98,399,83.5
400,285,155,97,400,83.75
401,283,155,97,401,84.25
402,277,154,96,402,84.75
403,269,155,95,403,87.75
404,297,154,95,404,79.75
405,318,154,99,405,74.5
406,295,155,100,406,81.25
407,300,155,100,407,80.0
408,289,155,101,408,82.75
409,290,156,99,409,83.5
410,286,156,98,410,84.5
411,297,156,99,411,81.75
412,306,157,100,412,80.5
413,312,157,102,413,79.0
414,298,158,102,414,83.5
415,298,158,102,415,83.5
416,290,159,101,416,86.5
417,287,159,99,417,87.25
418,294,159,100,418,85.5
419,276,159,98,419,90.0
420,295,158,98,420,84.25
421,291,158,99,421,85.25
422,287,157,99,422,85.25
423,267,157,97,423,90.25
424,290,157,97,424,84.5
425,295,156,98,425,82.25
426,276,156,98,426,87.0
427,279,156,96,427,86.25
428,294,156,98,428,82.5
429,267,156,96,429,89.25
430,270,156,94,430,88.5
431,279,156,94,431,86.25
432,277,156,96,432,86.75
433,268,157,94,433,90.0
434,272,157,94,434,89.0
435,255,157,93,435,93.25
436,265,157,91,436,90.75
437,284,156,93,437,85.0
438,277,155,94,438,85.75
439,299,155,96,439,80.25
440,287,155,98,440,83.25
441,262,155,96,441,89.5
442,278,155,93,442,85.5
443,287,156,95,443,84.25
444,285,156,96,444,84.75
445,293,155,97,445,81.75
446,301,154,98,446,78.75
447,302,155,100,447,79.5
448,298,155,100,448,80.5
449,299,155,101,449,80.25
450,280,156,100,450,86.0
451,296,156,99,451,82.0
452,310,156,101,452,78.5
453,308,157,102,453,80.0
454,310,157,103,454,79.5
455,313,158,103,455,79.75
456,299,158,103,456,83.25
457,290,159,102,457,86.5
458,277,158,100,458,88.75
459,256,158,95,459,94.0
460,297,157,96,460,82.75
461,288,157,97,461,85.0
462,284,157,97,462,86.0
463,312,158,99,463,80.0
464,283,158,98,464,87.25
465,282,158,97,465,87.5
466,287,159,97,466,87.25
467,280,159,97,467,89.0
468,263,159,96,468,93.25
469,261,159,93,469,93.75
470,271,159,94,470,91.25
471,266,159,92,471,92.5
472,287,159,92,472,87.25
473,291,159,96,473,86.25
474,289,159,97,474,86.75
475,320,159,98,475,79.0
476,292,159,100,476,86.0
477,260,159,98,477,94.0
478,271,159,95,478,91.25
479,278,157,96,479,87.5
480,306,156,96,480,79.5
481,306,155,98,481,78.5
482,289,155,101,482,82.75
483,283,155,99,483,84.25
484,298,156,99,484,81.5
485,295,156,100,485,82.25
486,295,156,99,486,82.25
487,301,157,100,487,81.75
488,287,157,101,488,85.25
489,290,158,99,489,85.5
490,290,158,100,490,85.5
491,282,159,99,491,88.5
492,299,158,99,492,83.25
493,298,158,101,493,83.5
494,287,158,100,494,86.25
495,298,157,99,495,82.5
496,310,157,102,496,79.5
497,303,157,102,497,81.25
498,295,157,102,498,83.25
499,297,158,102,499,83.75
500,284,159,100,500,88.0
501,283,159,99,501,88.25
502,277,159,99,502,89.75
503,271,160,96,503,92.25
504,274,160,96,504,91.5
505,267,160,94,505,93.25
506,285,160,95,506,88.75
507,265,160,94,507,93.75
508,309,159,97,508,81.75
509,278,159,98,509,89.5
510,267,160,96,510,93.25
511,277,159,95,511,89.75
512,269,159,95,512,91.75
513,260,159,94,513,94.0
514,282,158,95,514,87.5
515,250,159,94,515,96.5
516,269,159,93,516,91.75
517,260,159,93,517,94.0
518,269,159,92,518,91.75
519,264,159,91,519,93.0
520,281,159,95,520,88.75
521,272,160,94,521,92.0
522,251,160,94,522,97.25
523,244,160,90,523,99.0
524,255,160,90,524,96.25
525,249,159,90,525,96.75
526,272,158,91,526,90.0
527,272,158,92,527,90.0
528,245,158,93,528,96.75
529,284,159,91,529,88.0
530,297,159,98,530,84.75
531,285,159,97,531,87.75
532,269,159,98,532,91.75
533,264,159,95,533,93.0
534,276,159,97,534,90.0
535,257,158,95,535,93.75
536,249,158,91,536,95.75
537,322,158,97,537,77.5
538,291,158,99,538,85.25
539,261,158,97,539,92.75
540,251,158,93,540,95.25
541,281,157,94,541,86.75
542,281,156,95,542,85.75
543,281,156,97,543,85.75
544,299,156,97,544,81.25
545,290,156,102,545,83.5
546,0,155,91,546,155.0
547,0,155,91,547,155.0
548,0,155,91,548,155.0
549,0,155,0,549,155.0
550,0,154,0,550,154.0
551,21,153,12,551,147.75
552,260,152,81,552,87.0
553,244,152,81,553,91.0
554,244,152,85,554,91.0
555,259,152,86,555,87.25
556,254,152,87,556,88.5
557,255,153,88,557,89.25
558,255,153,88,558,89.25
559,245,154,88,559,92.75
560,251,155,87,560,92.25
561,256,155,89,561,91.0
562,261,156,90,562,90.75
563,286,156,92,563,84.5
564,258,157,94,564,92.5
565,298,158,96,565,83.5
566,313,157,101,566,78.75
567,291,158,102,567,85.25
568,291,158,102,568,85.25
569,263,158,99,569,92.25
570,257,158,95,570,93.75
571,264,157,94,571,91.0
572,288,157,97,572,85.0
573,277,158,97,573,88.75
574,282,158,97,574,87.5
575,282,158,98,575,87.5
576,301,159,100,576,83.75
577,302,159,103,577,83.5
578,298,159,103,578,84.5
579,293,160,104,579,86.75
580,287,160,103,580,88.25
581,270,160,102,581,92.5
582,278,161,102,582,91.5
583,253,161,99,583,97.75
584,262,161,98,584,95.5
585,260,161,96,585,96.0
586,253,161,96,586,97.75
587,243,161,93,587,100.25
588,275,161,94,588,92.25
589,279,161,98,589,91.25
590,285,160,98,590,88.75
591,289,160,101,591,87.75
592,284,160,101,592,89.0
593,315,159,101,593,80.25
594,290,158,104,594,85.5
595,246,158,100,595,96.5
596,255,158,97,596,94.25
597,275,158,97,597,89.25
598,275,158,97,598,89.25
599,266,159,97,599,92.5
600,265,159,96,600,92.75
601,293,159,98,601,85.75
602,290,160,100,602,87.5
603,294,160,101,603,86.5
604,288,160,103,604,88.0
605,275,160,102,605,91.25
606,313,160,102,606,81.75
607,298,159,104,607,84.5
608,271,159,101,608,91.25
609,223,159,100,609,103.25
610,247,159,95,610,97.25
611,259,159,94,611,94.25
612,273,159,95,612,90.75
613,249,159,95,613,96.75
614,260,160,94,614,95.0
615,236,160,93,615,101.0
616,249,159,92,616,96.75
617,246,160,91,617,98.5
618,265,159,92,618,92.75
619,271,159,96,619,91.25
620,264,159,95,620,93.0
621,292,159,97,621,86.0
622,265,160,98,622,93.75
623,270,160,97,623,92.5
624,270,160,98,624,92.5
625,277,160,99,625,90.75
626,244,160,97,626,99.0
627,266,159,95,627,92.5
628,253,159,96,628,95.75
629,275,159,94,629,90.25
630,273,159,97,630,90.75
631,256,159,96,631,95.0
632,270,159,96,632,91.5
633,282,158,99,633,87.5
634,261,158,98,634,92.75
635,237,158,95,635,98.75
636,274,159,95,636,90.5
637,277,159,95,637,89.75
638,277,159,98,638,89.75
639,273,159,100,639,90.75
640,271,159,98,640,91.25
641,282,159,100,641,88.5
642,288,158,100,642,86.0
643,239,158,100,643,98.25
644,254,158,94,644,94.5
645,250,158,95,645,95.5
646,271,158,93,646,90.25
647,275,159,98,647,90.25
648,259,159,95,648,94.25
649,272,159,97,649,91.0
650,252,160,95,650,97.0
651,263,160,94,651,94.25
652,269,160,96,652,92.75
653,247,161,94,653,99.25
654,254,161,92,654,97.5
655,255,161,94,655,97.25
656,231,161,92,656,103.25
657,277,161,93,657,91.75
658,251,161,95,658,98.25
659,265,161,94,659,94.75
660,276,161,97,660,92.0
661,278,161,97,661,91.5
662,284,162,99,662,91.0
663,258,161,96,663,96.5
664,247,161,94,664,99.25
665,251,160,94,665,97.25
666,259,160,93,666,95.25
667,289,159,96,667,86.75
668,276,160,97,668,91.0
669,278,160,99,669,90.5
670,274,160,99,670,91.5
671,278,160,100,671,90.5
672,259,160,99,672,95.25
673,264,160,97,673,94.0
674,277,160,97,674,90.75
675,275,159,99,675,90.25
676,281,159,99,676,88.75
677,284,158,101,677,87.0
678,294,158,101,678,84.5
679,301,158,102,679,82.75
680,296,159,104,680,85.0
681,275,159,102,681,90.25
682,273,159,100,682,90.75
683,289,160,102,683,87.75
684,288,160,101,684,88.0
685,286,160,103,685,88.5
686,283,160,102,686,89.25
687,293,161,103,687,87.75
688,308,161,105,688,84.0
689,280,162,106,689,92.0
690,275,162,103,690,93.25
691,285,162,102,691,90.75
692,265,162,101,692,95.75
693,278,162,100,693,92.5
694,268,162,100,694,95.0
695,251,162,98,695,99.25
696,266,161,98,696,94.5
697,266,161,97,697,94.5
698,298,161,100,698,86.5
699,297,161,103,699,86.75
700,278,162,102,700,92.5
701,303,161,103,701,85.25
702,291,161,105,702,88.25
703,275,162,104,703,93.25
704,269,162,102,704,94.75
705,289,162,102,705,89.75
706,286,162,102,706,90.5
707,317,162,104,707,82.75
708,310,162,107,708,84.5
709,282,162,105,709,91.5
710,262,162,104,710,96.5
711,250,162,100,711,99.5
712,250,162,97,712,99.5
713,237,162,94,713,102.75
714,296,161,94,714,87.0
715,296,162,97,715,88.0
716,282,162,102,716,91.5
717,282,163,100,717,92.5
718,304,162,103,718,86.0
719,294,162,105,719,88.5
720,256,163,102,720,99.0
721,264,163,98,721,97.0
722,269,163,98,722,95.75
723,297,162,100,723,87.75
724,289,162,103,724,89.75
725,268,161,102,725,94.0
726,279,162,100,726,92.25
727,277,162,100,727,92.75
728,296,162,102,728,88.0
729,269,162,102,729,94.75
730,257,162,99,730,97.75
731,272,162,98,731,94.0
732,288,162,99,732,90.0
733,294,162,102,733,88.5
734,295,161,104,734,87.25
735,268,161,102,735,94.0
736,277,160,101,736,90.75
737,304,160,103,737,84.0
738,279,160,102,738,90.25
739,277,160,102,739,90.75
740,285,160,102,740,88.75
741,270,160,101,741,92.5
742,287,160,100,742,88.25
743,293,160,101,743,86.75
744,294,161,104,744,87.5
745,292,162,102,745,89.0
746,266,162,104,746,95.5
747,308,162,104,747,85.0
748,257,163,103,748,98.75
749,267,163,103,749,96.25
750,252,163,97,750,100.0
751,273,162,98,751,93.75
752,262,162,97,752,96.5
753,266,162,98,753,95.5
754,264,162,97,754,96.0
755,265,162,96,755,95.75
756,264,163,97,756,97.0
757,261,163,96,757,97.75
758,267,163,96,758,96.25
759,263,163,97,759,97.25
760,256,163,95,760,99.0
761,254,163,94,761,99.5
762,263,162,95,762,96.25
763,262,163,95,763,97.5
764,243,163,94,764,102.25
765,254,162,91,765,98.5
766,253,162,94,766,98.75
767,262,162,94,767,96.5
768,260,162,94,768,97.0
769,283,162,96,769,91.25
770,262,162,96,770,96.5
771,266,162,97,771,95.5
772,255,163,95,772,99.25
773,257,163,96,773,98.75
774,254,163,94,774,99.5
775,270,162,96,775,94.5
776,252,161,96,776,98.0
777,251,161,94,777,98.25
778,261,161,95,778,95.75
779,250,161,93,779,98.5
780,263,161,94,780,95.25
781,254,161,95,781,97.5
782,255,161,94,782,97.25
783,267,161,95,783,94.25
784,248,162,94,784,100.0
785,263,162,94,785,96.25
786,271,161,95,786,93.25
787,262,161,97,787,95.5
788,265,160,96,788,93.75
789,251,159,96,789,96.25
790,263,159,95,790,93.25
791,255,159,96,791,95.25
792,254,159,94,792,95.5
793,268,159,95,793,92.0
794,286,159,98,794,87.5
795,277,159,99,795,89.75
796,272,159,98,796,91.0
797,265,159,98,797,92.75
798,265,159,98,798,92.75
799,257,159,96,799,94.75
800,278,158,97,800,88.5
801,254,157,96,801,93.5
802,261,157,95,802,91.75
803,250,156,94,803,93.5
804,252,156,93,804,93.0
805,245,157,92,805,95.75
806,279,157,95,806,87.25
807,271,157,96,807,89.25
808,273,159,96,808,90.75
809,279,158,99,809,88.25
810,276,158,99,810,89.0
811,277,158,99,811,88.75
812,294,158,100,812,84.5
813,302,158,102,813,82.5
814,273,158,102,814,89.75
815,275,159,101,815,90.25
816,285,158,101,816,86.75
817,257,158,99,817,93.75
818,266,158,98,818,91.5
819,264,158,96,819,92.0
820,274,159,98,820,90.5
821,247,159,96,821,97.25
822,252,158,94,822,95.0
823,270,157,95,823,89.5
824,265,157,96,824,90.75
825,271,157,96,825,89.25
826,260,157,96,826,92.0
827,292,157,98,827,84.0
828,254,157,98,828,93.5
829,275,158,98,829,89.25
830,304,159,101,830,83.0
831,275,159,101,831,90.25
832,270,159,99,832,91.5
833,261,159,98,833,93.75
834,273,159,98,834,90.75
835,266,159,97,835,92.5
836,279,160,99,836,90.25
837,242,160,95,837,99.5
838,268,160,95,838,93.0
839,268,160,95,839,93.0
840,255,159,95,840,95.25
841,264,159,95,841,93.0
842,282,159,95,842,88.5
843,282,159,96,843,88.5
844,270,160,98,844,92.5
845,278,160,99,845,90.5
846,273,161,98,846,92.75
847,295,161,99,847,87.25
848,275,161,103,848,92.25
849,253,161,99,849,97.75
850,271,161,98,850,93.25
851,248,161,96,851,99.0
852,310,160,99,852,82.5
853,286,162,103,853,90.5
854,236,161,98,854,102.0
855,255,162,96,855,98.25
856,279,162,98,856,92.25
857,298,161,100,857,86.5
858,278,161,102,858,91.5
859,257,162,99,859,97.75
860,269,162,99,860,94.75
861,309,162,101,861,84.75
862,302,162,104,862,86.5
863,297,162,105,863,87.75
864,298,162,105,864,87.5
865,269,161,104,865,93.75
866,258,162,100,866,97.5
867,301,161,103,867,85.75
868,295,162,104,868,88.25
869,276,162,103,869,93.0
870,265,163,102,870,96.75
871,282,163,101,871,92.5
872,268,163,100,872,96.0
873,273,163,99,873,94.75
874,270,163,98,874,95.5
875,280,163,99,875,93.0
876,289,163,102,876,90.75
877,284,162,102,877,91.0
878,284,163,99,878,92.0
879,310,162,99,879,84.5
880,310,163,103,880,85.5
881,286,163,104,881,91.5
882,306,163,106,882,86.5
883,292,164,106,883,91.0
884,292,163,104,884,90.0
885,301,163,106,885,87.75
886,304,163,105,886,87.0
887,315,162,108,887,83.25
888,289,162,109,888,89.75
889,283,162,105,889,91.25
890,328,162,107,890,80.0
891,311,162,109,891,84.25
892,316,162,109,892,83.0
893,300,162,109,893,87.0
894,284,163,107,894,92.0
895,304,163,106,895,87.0
896,285,163,106,896,91.75
897,360,163,110,897,73.0
898,277,163,108,898,93.75
899,261,163,103,899,97.75
900,247,163,97,900,101.25
901,267,164,96,901,97.25
902,269,163,97,902,95.75
903,266,164,95,903,97.5
904,262,164,96,904,98.5
905,259,165,97,905,100.25
906,308,165,98,906,88.0
907,274,165,101,907,96.5
908,267,166,100,908,99.25
909,281,166,99,909,95.75
910,260,166,99,910,101.0
911,261,166,97,911,100.75
912,279,166,98,912,96.25
913,280,166,101,913,96.0
914,271,166,98,914,98.25
915,271,166,99,915,98.25
916,249,166,97,916,103.75
917,270,165,98,917,97.5
918,256,166,96,918,102.0
919,299,165,99,919,90.25
920,304,165,103,920,89.0
921,302,165,105,921,89.5
922,298,165,105,922,90.5
923,257,165,103,923,100.75
924,259,166,99,924,101.25
925,259,166,99,925,101.25
926,273,165,97,926,96.75
927,306,164,104,927,87.5
928,265,165,102,928,98.75
929,266,165,101,929,98.5
930,281,165,100,930,94.75
931,280,165,102,931,95.0
932,266,165,100,932,98.5
933,270,165,98,933,97.5
934,280,166,98,934,96.0
935,280,166,100,935,96.0
936,269,166,100,936,98.75
937,291,165,101,937,92.25
938,275,166,102,938,97.25
939,274,166,100,939,97.5
940,270,165,100,940,97.5
941,275,165,100,941,96.25
942,264,165,99,942,99.0
943,276,165,99,943,96.0
944,294,164,100,944,90.5
945,292,164,103,945,91.0
946,308,164,104,946,87.0
947,307,164,106,947,87.25
948,286,164,107,948,92.5
949,282,165,105,949,94.5
950,287,165,105,950,93.25
951,286,165,104,951,93.5
952,293,165,104,952,91.75
953,283,165,105,953,94.25
954,278,165,104,954,95.5
955,280,165,103,955,95.0
956,299,165,103,956,90.25
957,295,165,107,957,91.25
958,270,165,105,958,97.5
959,281,165,102,959,94.75
960,258,164,102,960,99.5
961,263,164,99,961,98.25
962,247,164,95,962,102.25
963,255,164,95,963,100.25
964,273,165,97,964,96.75
965,252,165,96,965,102.0
966,245,165,95,966,103.75
967,280,165,96,967,95.0
968,255,165,96,968,101.25
969,274,165,97,969,96.5
970,284,165,99,970,94.0
971,283,165,100,971,94.25
972,295,165,102,972,91.25
973,307,166,104,973,89.25
974,279,166,105,974,96.25
975,283,166,103,975,95.25
976,303,166,105,976,90.25
977,296,166,106,977,92.0
978,285,166,107,978,94.75
979,312,166,107,979,88.0
980,299,166,109,980,91.25
981,269,166,106,981,98.75
982,263,166,103,982,100.25
983,271,166,102,983,98.25
984,255,165,100,984,101.25
985,267,165,99,985,98.25
986,250,164,98,986,101.5
987,278,164,98,987,94.5
988,287,164,98,988,92.25
989,287,164,100,989,92.25
990,290,164,104,990,91.5
991,313,164,106,991,85.75
992,272,165,105,992,97.0
993,300,165,104,993,90.0
994,304,164,108,994,88.0
995,285,164,108,995,92.75
996,249,164,105,996,101.75
997,271,164,103,997,96.25
